query_id,candidate_id,suggested_label,suggested_confidence,suggested_score,label,confidence,notes
react/button-primary-v25,angular/button-primary-v3,duplicate,high,0.890701,,,
react/button-primary-v25,angular/button-primary-v4,duplicate,high,0.890701,,,
react/button-primary-v25,angular/button-primary-v5,duplicate,high,0.912171,,,
react/button-primary-v25,angular/button-primary-v6,near_duplicate,medium,0.804671,,,
react/button-primary-v22,angular/button-primary-v1,duplicate,high,0.823364,,,
react/button-primary-v22,angular/button-primary-v2,duplicate,high,0.895664,,,
react/button-primary-v22,angular/button-primary-v3,duplicate,high,0.910864,,,
react/button-primary-v22,angular/button-primary-v4,duplicate,high,0.910864,,,
react/button-primary-v22,angular/button-primary-v5,duplicate,high,0.895664,,,
react/button-primary-v22,angular/button-primary-v6,near_duplicate,medium,0.766238,,,
vue/button-primary-v14,react/button-primary-v1,duplicate,high,0.857004,,,
vue/button-primary-v14,react/button-primary-v2,near_duplicate,medium,0.811228,,,
vue/button-primary-v14,react/button-primary-v3,near_duplicate,medium,0.797894,,,
vue/button-primary-v14,react/button-primary-v4,duplicate,high,0.870701,,,
vue/button-primary-v14,react/button-primary-v5,duplicate,high,0.835426,,,
vue/button-primary-v14,react/button-primary-v6,duplicate,high,0.870701,,,
react/button-primary-v14,angular/button-primary-v1,duplicate,high,0.884165,,,
react/button-primary-v14,angular/button-primary-v2,near_duplicate,medium,0.791973,,,
react/button-primary-v14,angular/button-primary-v3,near_duplicate,medium,0.796665,,,
react/button-primary-v14,angular/button-primary-v4,duplicate,high,0.826546,,,
react/button-primary-v14,angular/button-primary-v5,near_duplicate,medium,0.766973,,,
react/button-primary-v14,angular/button-primary-v6,duplicate,high,0.884473,,,
vue/button-primary-v23,react/button-primary-v1,duplicate,high,0.875664,,,
vue/button-primary-v23,react/button-primary-v2,duplicate,high,0.832171,,,
vue/button-primary-v23,react/button-primary-v3,near_duplicate,medium,0.812171,,,
vue/button-primary-v23,react/button-primary-v4,duplicate,high,0.891644,,,
vue/button-primary-v23,react/button-primary-v5,duplicate,high,0.843638,,,
vue/button-primary-v23,react/button-primary-v6,duplicate,high,0.891644,,,
vue/button-primary-v24,react/button-primary-v1,duplicate,high,0.864657,,,
vue/button-primary-v24,react/button-primary-v2,duplicate,high,0.890701,,,
vue/button-primary-v24,react/button-primary-v3,duplicate,high,0.870701,,,
vue/button-primary-v24,react/button-primary-v4,duplicate,high,0.911228,,,
vue/button-primary-v24,react/button-primary-v5,duplicate,high,0.905000,,,
vue/button-primary-v24,react/button-primary-v6,duplicate,high,0.911228,,,
angular/button-primary-v7,react/button-primary-v1,duplicate,high,0.877155,,,
angular/button-primary-v7,react/button-primary-v2,duplicate,high,0.845000,,,
angular/button-primary-v7,react/button-primary-v3,duplicate,high,0.825000,,,
angular/button-primary-v7,react/button-primary-v4,duplicate,high,0.904473,,,
angular/button-primary-v7,react/button-primary-v5,duplicate,high,0.870701,,,
angular/button-primary-v7,react/button-primary-v6,duplicate,high,0.904473,,,
react/button-primary-v23,angular/button-primary-v1,duplicate,high,0.826546,,,
react/button-primary-v23,angular/button-primary-v2,duplicate,high,0.904473,,,
react/button-primary-v23,angular/button-primary-v3,duplicate,high,0.884165,,,
react/button-primary-v23,angular/button-primary-v4,duplicate,high,0.914046,,,
react/button-primary-v23,angular/button-primary-v5,duplicate,high,0.879473,,,
react/button-primary-v23,angular/button-primary-v6,near_duplicate,medium,0.771973,,,
vue/button-primary-v34,react/button-primary-v1,duplicate,high,0.897681,,,
vue/button-primary-v34,react/button-primary-v2,duplicate,high,0.904473,,,
vue/button-primary-v34,react/button-primary-v3,duplicate,high,0.884473,,,
vue/button-primary-v34,react/button-primary-v4,duplicate,high,0.925000,,,
vue/button-primary-v34,react/button-primary-v5,duplicate,high,0.891228,,,
vue/button-primary-v34,react/button-primary-v6,duplicate,high,0.925000,,,
angular/modal-login-v22,react/modal-login-v1,near_duplicate,medium,0.797183,,,
angular/modal-login-v22,react/modal-login-v2,duplicate,high,0.880130,,,
angular/modal-login-v22,react/modal-login-v3,duplicate,high,0.838659,,,
angular/modal-login-v22,react/modal-login-v4,duplicate,high,0.866485,,,
angular/modal-login-v22,react/modal-login-v5,near_duplicate,medium,0.811235,,,
angular/modal-login-v22,react/modal-login-v6,duplicate,high,0.824818,,,
angular/modal-login-v14,react/modal-login-v1,duplicate,high,0.919887,,,
angular/modal-login-v14,react/modal-login-v2,duplicate,high,0.861684,,,
angular/modal-login-v14,react/modal-login-v3,near_duplicate,medium,0.817558,,,
angular/modal-login-v14,react/modal-login-v4,duplicate,high,0.877226,,,
angular/modal-login-v14,react/modal-login-v5,duplicate,high,0.844718,,,
angular/modal-login-v14,react/modal-login-v6,duplicate,high,0.918893,,,
vue/modal-login-v21,react/modal-login-v1,duplicate,high,0.906761,,,
vue/modal-login-v21,react/modal-login-v2,duplicate,high,0.864411,,,
vue/modal-login-v21,react/modal-login-v3,duplicate,high,0.831852,,,
vue/modal-login-v21,react/modal-login-v4,duplicate,high,0.888480,,,
vue/modal-login-v21,react/modal-login-v5,duplicate,high,0.852181,,,
vue/modal-login-v21,react/modal-login-v6,duplicate,high,0.888480,,,
vue/modal-login-v18,react/modal-login-v1,duplicate,high,0.871569,,,
vue/modal-login-v18,react/modal-login-v2,duplicate,high,0.853552,,,
vue/modal-login-v18,react/modal-login-v3,near_duplicate,medium,0.808313,,,
vue/modal-login-v18,react/modal-login-v4,duplicate,high,0.907857,,,
vue/modal-login-v18,react/modal-login-v5,duplicate,high,0.831477,,,
vue/modal-login-v18,react/modal-login-v6,duplicate,high,0.866190,,,
angular/modal-login-v2,react/modal-login-v1,near_duplicate,medium,0.813824,,,
angular/modal-login-v2,react/modal-login-v2,duplicate,high,0.863188,,,
angular/modal-login-v2,react/modal-login-v3,duplicate,high,0.868696,,,
angular/modal-login-v2,react/modal-login-v4,near_duplicate,medium,0.809149,,,
angular/modal-login-v2,react/modal-login-v5,duplicate,high,0.832092,,,
angular/modal-login-v2,react/modal-login-v6,near_duplicate,medium,0.809149,,,
vue/modal-login-v26,react/modal-login-v1,duplicate,high,0.842687,,,
vue/modal-login-v26,react/modal-login-v2,duplicate,high,0.895317,,,
vue/modal-login-v26,react/modal-login-v3,duplicate,high,0.880194,,,
vue/modal-login-v26,react/modal-login-v4,duplicate,high,0.860480,,,
vue/modal-login-v26,react/modal-login-v5,duplicate,high,0.838871,,,
vue/modal-login-v26,react/modal-login-v6,duplicate,high,0.860480,,,
vue/modal-login-v13,react/modal-login-v1,duplicate,high,0.880373,,,
vue/modal-login-v13,react/modal-login-v2,duplicate,high,0.844275,,,
vue/modal-login-v13,react/modal-login-v3,duplicate,high,0.829524,,,
vue/modal-login-v13,react/modal-login-v4,duplicate,high,0.888225,,,
vue/modal-login-v13,react/modal-login-v5,duplicate,high,0.903300,,,
vue/modal-login-v13,react/modal-login-v6,duplicate,high,0.888225,,,
react/modal-login-v29,angular/modal-login-v1,duplicate,high,0.864475,,,
react/modal-login-v29,angular/modal-login-v2,duplicate,high,0.908137,,,
react/modal-login-v29,angular/modal-login-v3,duplicate,high,0.852457,,,
react/modal-login-v29,angular/modal-login-v4,near_duplicate,medium,0.793911,,,
react/modal-login-v29,angular/modal-login-v5,duplicate,high,0.840286,,,
react/modal-login-v29,angular/modal-login-v6,duplicate,high,0.859550,,,
vue/modal-login-v31,react/modal-login-v1,duplicate,high,0.871569,,,
vue/modal-login-v31,react/modal-login-v2,duplicate,high,0.853552,,,
vue/modal-login-v31,react/modal-login-v3,near_duplicate,medium,0.808313,,,
vue/modal-login-v31,react/modal-login-v4,duplicate,high,0.907857,,,
vue/modal-login-v31,react/modal-login-v5,duplicate,high,0.831477,,,
vue/modal-login-v31,react/modal-login-v6,duplicate,high,0.866190,,,
vue/modal-login-v15,react/modal-login-v1,duplicate,high,0.858317,,,
vue/modal-login-v15,react/modal-login-v2,duplicate,high,0.902964,,,
vue/modal-login-v15,react/modal-login-v3,duplicate,high,0.837089,,,
vue/modal-login-v15,react/modal-login-v4,duplicate,high,0.833091,,,
vue/modal-login-v15,react/modal-login-v5,near_duplicate,medium,0.753436,,,
vue/modal-login-v15,react/modal-login-v6,duplicate,high,0.833091,,,
react/modal-login-v19,angular/modal-login-v1,duplicate,high,0.918528,,,
react/modal-login-v19,angular/modal-login-v2,duplicate,high,0.849425,,,
react/modal-login-v19,angular/modal-login-v3,duplicate,high,0.830080,,,
react/modal-login-v19,angular/modal-login-v4,duplicate,high,0.848812,,,
react/modal-login-v19,angular/modal-login-v5,duplicate,high,0.883267,,,
react/modal-login-v19,angular/modal-login-v6,duplicate,high,0.916918,,,
vue/modal-login-v5,react/modal-login-v1,duplicate,high,0.831433,,,
vue/modal-login-v5,react/modal-login-v2,duplicate,high,0.889820,,,
vue/modal-login-v5,react/modal-login-v3,duplicate,high,0.878045,,,
vue/modal-login-v5,react/modal-login-v4,duplicate,high,0.847173,,,
vue/modal-login-v5,react/modal-login-v5,near_duplicate,medium,0.810873,,,
vue/modal-login-v5,react/modal-login-v6,near_duplicate,medium,0.813152,,,
angular/modal-login-v4,react/modal-login-v1,duplicate,high,0.858220,,,
angular/modal-login-v4,react/modal-login-v2,duplicate,high,0.841684,,,
angular/modal-login-v4,react/modal-login-v3,near_duplicate,medium,0.775798,,,
angular/modal-login-v4,react/modal-login-v4,duplicate,high,0.866068,,,
angular/modal-login-v4,react/modal-login-v5,near_duplicate,medium,0.793247,,,
angular/modal-login-v4,react/modal-login-v6,duplicate,high,0.824402,,,
angular/modal-login-v9,react/modal-login-v1,duplicate,high,0.835033,,,
angular/modal-login-v9,react/modal-login-v2,duplicate,high,0.876242,,,
angular/modal-login-v9,react/modal-login-v3,duplicate,high,0.899983,,,
angular/modal-login-v9,react/modal-login-v4,duplicate,high,0.834037,,,
angular/modal-login-v9,react/modal-login-v5,duplicate,high,0.847952,,,
angular/modal-login-v9,react/modal-login-v6,duplicate,high,0.834037,,,
react/modal-login-v19,angular/modal-login-v1,duplicate,high,0.918528,,,
react/modal-login-v19,angular/modal-login-v2,duplicate,high,0.849425,,,
react/modal-login-v19,angular/modal-login-v3,duplicate,high,0.830080,,,
react/modal-login-v19,angular/modal-login-v4,duplicate,high,0.848812,,,
react/modal-login-v19,angular/modal-login-v5,duplicate,high,0.883267,,,
react/modal-login-v19,angular/modal-login-v6,duplicate,high,0.916918,,,
vue/modal-login-v35,react/modal-login-v1,duplicate,high,0.904969,,,
vue/modal-login-v35,react/modal-login-v2,duplicate,high,0.859760,,,
vue/modal-login-v35,react/modal-login-v3,duplicate,high,0.842084,,,
vue/modal-login-v35,react/modal-login-v4,duplicate,high,0.897831,,,
vue/modal-login-v35,react/modal-login-v5,duplicate,high,0.860183,,,
vue/modal-login-v35,react/modal-login-v6,duplicate,high,0.897831,,,
vue/modal-login-v14,react/modal-login-v1,duplicate,high,0.916650,,,
vue/modal-login-v14,react/modal-login-v2,duplicate,high,0.864411,,,
vue/modal-login-v14,react/modal-login-v3,near_duplicate,medium,0.810485,,,
vue/modal-login-v14,react/modal-login-v4,duplicate,high,0.875316,,,
vue/modal-login-v14,react/modal-login-v5,duplicate,high,0.849770,,,
vue/modal-login-v14,react/modal-login-v6,duplicate,high,0.916983,,,
angular/modal-login-v35,react/modal-login-v1,duplicate,high,0.855221,,,
angular/modal-login-v35,react/modal-login-v2,duplicate,high,0.846518,,,
angular/modal-login-v35,react/modal-login-v3,near_duplicate,medium,0.765280,,,
angular/modal-login-v35,react/modal-login-v4,duplicate,high,0.869743,,,
angular/modal-login-v35,react/modal-login-v5,near_duplicate,medium,0.800643,,,
angular/modal-login-v35,react/modal-login-v6,duplicate,high,0.828076,,,
react/modal-login-v33,angular/modal-login-v1,duplicate,high,0.864810,,,
react/modal-login-v33,angular/modal-login-v2,duplicate,high,0.823647,,,
react/modal-login-v33,angular/modal-login-v3,duplicate,high,0.861857,,,
react/modal-login-v33,angular/modal-login-v4,duplicate,high,0.855623,,,
react/modal-login-v33,angular/modal-login-v5,duplicate,high,0.903165,,,
react/modal-login-v33,angular/modal-login-v6,duplicate,high,0.850585,,,
angular/modal-login-v27,react/modal-login-v1,duplicate,high,0.878845,,,
angular/modal-login-v27,react/modal-login-v2,duplicate,high,0.847472,,,
angular/modal-login-v27,react/modal-login-v3,duplicate,high,0.834537,,,
angular/modal-login-v27,react/modal-login-v4,duplicate,high,0.906607,,,
angular/modal-login-v27,react/modal-login-v5,duplicate,high,0.890702,,,
angular/modal-login-v27,react/modal-login-v6,duplicate,high,0.906607,,,
vue/modal-login-v12,react/modal-login-v1,near_duplicate,medium,0.797183,,,
vue/modal-login-v12,react/modal-login-v2,duplicate,high,0.846110,,,
vue/modal-login-v12,react/modal-login-v3,duplicate,high,0.880326,,,
vue/modal-login-v12,react/modal-login-v4,duplicate,high,0.824818,,,
vue/modal-login-v12,react/modal-login-v5,duplicate,high,0.852902,,,
vue/modal-login-v12,react/modal-login-v6,duplicate,high,0.824818,,,
react/modal-login-v9,angular/modal-login-v1,duplicate,high,0.913615,,,
react/modal-login-v9,angular/modal-login-v2,duplicate,high,0.862016,,,
react/modal-login-v9,angular/modal-login-v3,duplicate,high,0.849365,,,
react/modal-login-v9,angular/modal-login-v4,duplicate,high,0.861837,,,
react/modal-login-v9,angular/modal-login-v5,duplicate,high,0.902552,,,
react/modal-login-v9,angular/modal-login-v6,duplicate,high,0.914249,,,
angular/modal-login-v7,react/modal-login-v1,duplicate,high,0.833028,,,
angular/modal-login-v7,react/modal-login-v2,duplicate,high,0.898563,,,
angular/modal-login-v7,react/modal-login-v3,duplicate,high,0.845693,,,
angular/modal-login-v7,react/modal-login-v4,duplicate,high,0.852119,,,
angular/modal-login-v7,react/modal-login-v5,near_duplicate,medium,0.768416,,,
angular/modal-login-v7,react/modal-login-v6,near_duplicate,medium,0.810452,,,
vue/modal-login-v1,react/modal-login-v1,duplicate,high,0.878220,,,
vue/modal-login-v1,react/modal-login-v2,duplicate,high,0.861684,,,
vue/modal-login-v1,react/modal-login-v3,near_duplicate,medium,0.817558,,,
vue/modal-login-v1,react/modal-login-v4,duplicate,high,0.918893,,,
vue/modal-login-v1,react/modal-login-v5,duplicate,high,0.844718,,,
vue/modal-login-v1,react/modal-login-v6,duplicate,high,0.877226,,,
react/modal-login-v1,angular/modal-login-v1,duplicate,high,0.893559,,,
react/modal-login-v1,angular/modal-login-v2,near_duplicate,medium,0.813824,,,
react/modal-login-v1,angular/modal-login-v3,duplicate,high,0.859065,,,
react/modal-login-v1,angular/modal-login-v4,duplicate,high,0.858220,,,
react/modal-login-v1,angular/modal-login-v5,duplicate,high,0.900373,,,
react/modal-login-v1,angular/modal-login-v6,duplicate,high,0.878845,,,
vue/modal-login-v20,react/modal-login-v1,duplicate,high,0.868302,,,
vue/modal-login-v20,react/modal-login-v2,duplicate,high,0.838798,,,
vue/modal-login-v20,react/modal-login-v3,duplicate,high,0.822278,,,
vue/modal-login-v20,react/modal-login-v4,duplicate,high,0.895937,,,
vue/modal-login-v20,react/modal-login-v5,duplicate,high,0.882354,,,
vue/modal-login-v20,react/modal-login-v6,duplicate,high,0.895937,,,
react/modal-login-v18,angular/modal-login-v1,duplicate,high,0.922523,,,
react/modal-login-v18,angular/modal-login-v2,duplicate,high,0.850089,,,
react/modal-login-v18,angular/modal-login-v3,duplicate,high,0.845146,,,
react/modal-login-v18,angular/modal-login-v4,duplicate,high,0.865030,,,
react/modal-login-v18,angular/modal-login-v5,duplicate,high,0.898333,,,
react/modal-login-v18,angular/modal-login-v6,duplicate,high,0.917598,,,
angular/modal-login-v10,react/modal-login-v1,duplicate,high,0.837460,,,
angular/modal-login-v10,react/modal-login-v2,duplicate,high,0.913145,,,
angular/modal-login-v10,react/modal-login-v3,duplicate,high,0.850000,,,
angular/modal-login-v10,react/modal-login-v4,duplicate,high,0.866150,,,
angular/modal-login-v10,react/modal-login-v5,near_duplicate,medium,0.795243,,,
angular/modal-login-v10,react/modal-login-v6,duplicate,high,0.824484,,,
react/modal-login-v23,angular/modal-login-v1,duplicate,high,0.891734,,,
react/modal-login-v23,angular/modal-login-v2,duplicate,high,0.830485,,,
react/modal-login-v23,angular/modal-login-v3,duplicate,high,0.858886,,,
react/modal-login-v23,angular/modal-login-v4,duplicate,high,0.845248,,,
react/modal-login-v23,angular/modal-login-v5,duplicate,high,0.900194,,,
react/modal-login-v23,angular/modal-login-v6,duplicate,high,0.890176,,,
angular/modal-login-v33,react/modal-login-v1,duplicate,high,0.829809,,,
angular/modal-login-v33,react/modal-login-v2,duplicate,high,0.880463,,,
angular/modal-login-v33,react/modal-login-v3,duplicate,high,0.875099,,,
angular/modal-login-v33,react/modal-login-v4,duplicate,high,0.846952,,,
angular/modal-login-v33,react/modal-login-v5,duplicate,high,0.829524,,,
angular/modal-login-v33,react/modal-login-v6,duplicate,high,0.846952,,,
react/modal-login-v10,angular/modal-login-v1,duplicate,high,0.873559,,,
react/modal-login-v10,angular/modal-login-v2,near_duplicate,medium,0.793824,,,
react/modal-login-v10,angular/modal-login-v3,duplicate,high,0.821353,,,
react/modal-login-v10,angular/modal-login-v4,duplicate,high,0.871928,,,
react/modal-login-v10,angular/modal-login-v5,duplicate,high,0.862661,,,
react/modal-login-v10,angular/modal-login-v6,duplicate,high,0.858845,,,
react/modal-login-v4,angular/modal-login-v1,duplicate,high,0.910702,,,
react/modal-login-v4,angular/modal-login-v2,near_duplicate,medium,0.809149,,,
react/modal-login-v4,angular/modal-login-v3,duplicate,high,0.827166,,,
react/modal-login-v4,angular/modal-login-v4,duplicate,high,0.866068,,,
react/modal-login-v4,angular/modal-login-v5,duplicate,high,0.868473,,,
react/modal-login-v4,angular/modal-login-v6,duplicate,high,0.906607,,,
angular/modal-login-v35,react/modal-login-v1,duplicate,high,0.855221,,,
angular/modal-login-v35,react/modal-login-v2,duplicate,high,0.846518,,,
angular/modal-login-v35,react/modal-login-v3,near_duplicate,medium,0.765280,,,
angular/modal-login-v35,react/modal-login-v4,duplicate,high,0.869743,,,
angular/modal-login-v35,react/modal-login-v5,near_duplicate,medium,0.800643,,,
angular/modal-login-v35,react/modal-login-v6,duplicate,high,0.828076,,,
vue/modal-login-v12,react/modal-login-v1,near_duplicate,medium,0.797183,,,
vue/modal-login-v12,react/modal-login-v2,duplicate,high,0.846110,,,
vue/modal-login-v12,react/modal-login-v3,duplicate,high,0.880326,,,
vue/modal-login-v12,react/modal-login-v4,duplicate,high,0.824818,,,
vue/modal-login-v12,react/modal-login-v5,duplicate,high,0.852902,,,
vue/modal-login-v12,react/modal-login-v6,duplicate,high,0.824818,,,
vue/modal-login-v27,react/modal-login-v1,duplicate,high,0.878938,,,
vue/modal-login-v27,react/modal-login-v2,duplicate,high,0.835969,,,
vue/modal-login-v27,react/modal-login-v3,near_duplicate,medium,0.799483,,,
vue/modal-login-v27,react/modal-login-v4,duplicate,high,0.847155,,,
vue/modal-login-v27,react/modal-login-v5,near_duplicate,medium,0.814834,,,
vue/modal-login-v27,react/modal-login-v6,duplicate,high,0.847155,,,
angular/modal-login-v30,react/modal-login-v1,duplicate,high,0.919887,,,
angular/modal-login-v30,react/modal-login-v2,duplicate,high,0.861684,,,
angular/modal-login-v30,react/modal-login-v3,near_duplicate,medium,0.817558,,,
angular/modal-login-v30,react/modal-login-v4,duplicate,high,0.877226,,,
angular/modal-login-v30,react/modal-login-v5,duplicate,high,0.844718,,,
angular/modal-login-v30,react/modal-login-v6,duplicate,high,0.918893,,,
react/modal-login-v2,angular/modal-login-v1,duplicate,high,0.856713,,,
react/modal-login-v2,angular/modal-login-v2,duplicate,high,0.863188,,,
react/modal-login-v2,angular/modal-login-v3,duplicate,high,0.917462,,,
react/modal-login-v2,angular/modal-login-v4,duplicate,high,0.841684,,,
react/modal-login-v2,angular/modal-login-v5,duplicate,high,0.864275,,,
react/modal-login-v2,angular/modal-login-v6,duplicate,high,0.847472,,,
vue/modal-login-v25,react/modal-login-v1,duplicate,high,0.838602,,,
vue/modal-login-v25,react/modal-login-v2,duplicate,high,0.890579,,,
vue/modal-login-v25,react/modal-login-v3,duplicate,high,0.868271,,,
vue/modal-login-v25,react/modal-login-v4,duplicate,high,0.838935,,,
vue/modal-login-v25,react/modal-login-v5,duplicate,high,0.820056,,,
vue/modal-login-v25,react/modal-login-v6,duplicate,high,0.838935,,,
vue/modal-login-v1,react/modal-login-v1,duplicate,high,0.878220,,,
vue/modal-login-v1,react/modal-login-v2,duplicate,high,0.861684,,,
vue/modal-login-v1,react/modal-login-v3,near_duplicate,medium,0.817558,,,
vue/modal-login-v1,react/modal-login-v4,duplicate,high,0.918893,,,
vue/modal-login-v1,react/modal-login-v5,duplicate,high,0.844718,,,
vue/modal-login-v1,react/modal-login-v6,duplicate,high,0.877226,,,
angular/modal-login-v10,react/modal-login-v1,duplicate,high,0.837460,,,
angular/modal-login-v10,react/modal-login-v2,duplicate,high,0.913145,,,
angular/modal-login-v10,react/modal-login-v3,duplicate,high,0.850000,,,
angular/modal-login-v10,react/modal-login-v4,duplicate,high,0.866150,,,
angular/modal-login-v10,react/modal-login-v5,near_duplicate,medium,0.795243,,,
angular/modal-login-v10,react/modal-login-v6,duplicate,high,0.824484,,,
react/modal-login-v30,angular/modal-login-v1,duplicate,high,0.824378,,,
react/modal-login-v30,angular/modal-login-v2,duplicate,high,0.857057,,,
react/modal-login-v30,angular/modal-login-v3,duplicate,high,0.857731,,,
react/modal-login-v30,angular/modal-login-v4,near_duplicate,medium,0.757472,,,
react/modal-login-v30,angular/modal-login-v5,near_duplicate,medium,0.811538,,,
react/modal-login-v30,angular/modal-login-v6,duplicate,high,0.832858,,,
react/modal-login-v6,angular/modal-login-v1,duplicate,high,0.910702,,,
react/modal-login-v6,angular/modal-login-v2,near_duplicate,medium,0.809149,,,
react/modal-login-v6,angular/modal-login-v3,duplicate,high,0.827166,,,
react/modal-login-v6,angular/modal-login-v4,duplicate,high,0.824402,,,
react/modal-login-v6,angular/modal-login-v5,duplicate,high,0.868473,,,
react/modal-login-v6,angular/modal-login-v6,duplicate,high,0.906607,,,
angular/modal-login-v14,react/modal-login-v1,duplicate,high,0.919887,,,
angular/modal-login-v14,react/modal-login-v2,duplicate,high,0.861684,,,
angular/modal-login-v14,react/modal-login-v3,near_duplicate,medium,0.817558,,,
angular/modal-login-v14,react/modal-login-v4,duplicate,high,0.877226,,,
angular/modal-login-v14,react/modal-login-v5,duplicate,high,0.844718,,,
angular/modal-login-v14,react/modal-login-v6,duplicate,high,0.918893,,,
vue/modal-login-v12,react/modal-login-v1,near_duplicate,medium,0.797183,,,
vue/modal-login-v12,react/modal-login-v2,duplicate,high,0.846110,,,
vue/modal-login-v12,react/modal-login-v3,duplicate,high,0.880326,,,
vue/modal-login-v12,react/modal-login-v4,duplicate,high,0.824818,,,
vue/modal-login-v12,react/modal-login-v5,duplicate,high,0.852902,,,
vue/modal-login-v12,react/modal-login-v6,duplicate,high,0.824818,,,
vue/modal-login-v10,react/modal-login-v1,duplicate,high,0.897609,,,
vue/modal-login-v10,react/modal-login-v2,duplicate,high,0.865558,,,
vue/modal-login-v10,react/modal-login-v3,near_duplicate,medium,0.810357,,,
vue/modal-login-v10,react/modal-login-v4,duplicate,high,0.907598,,,
vue/modal-login-v10,react/modal-login-v5,duplicate,high,0.845826,,,
vue/modal-login-v10,react/modal-login-v6,duplicate,high,0.907598,,,
angular/modal-login-v34,react/modal-login-v1,duplicate,high,0.887411,,,
angular/modal-login-v34,react/modal-login-v2,duplicate,high,0.821420,,,
angular/modal-login-v34,react/modal-login-v3,duplicate,high,0.831193,,,
angular/modal-login-v34,react/modal-login-v4,duplicate,high,0.846253,,,
angular/modal-login-v34,react/modal-login-v5,duplicate,high,0.849292,,,
angular/modal-login-v34,react/modal-login-v6,duplicate,high,0.880273,,,
angular/modal-login-v11,react/modal-login-v1,duplicate,high,0.878845,,,
angular/modal-login-v11,react/modal-login-v2,duplicate,high,0.847472,,,
angular/modal-login-v11,react/modal-login-v3,duplicate,high,0.834537,,,
angular/modal-login-v11,react/modal-login-v4,duplicate,high,0.906607,,,
angular/modal-login-v11,react/modal-login-v5,duplicate,high,0.890702,,,
angular/modal-login-v11,react/modal-login-v6,duplicate,high,0.906607,,,
react/modal-login-v29,angular/modal-login-v1,duplicate,high,0.864475,,,
react/modal-login-v29,angular/modal-login-v2,duplicate,high,0.908137,,,
react/modal-login-v29,angular/modal-login-v3,duplicate,high,0.852457,,,
react/modal-login-v29,angular/modal-login-v4,near_duplicate,medium,0.793911,,,
react/modal-login-v29,angular/modal-login-v5,duplicate,high,0.840286,,,
react/modal-login-v29,angular/modal-login-v6,duplicate,high,0.859550,,,
angular/modal-login-v27,react/modal-login-v1,duplicate,high,0.878845,,,
angular/modal-login-v27,react/modal-login-v2,duplicate,high,0.847472,,,
angular/modal-login-v27,react/modal-login-v3,duplicate,high,0.834537,,,
angular/modal-login-v27,react/modal-login-v4,duplicate,high,0.906607,,,
angular/modal-login-v27,react/modal-login-v5,duplicate,high,0.890702,,,
angular/modal-login-v27,react/modal-login-v6,duplicate,high,0.906607,,,
react/modal-login-v18,angular/modal-login-v1,duplicate,high,0.922523,,,
react/modal-login-v18,angular/modal-login-v2,duplicate,high,0.850089,,,
react/modal-login-v18,angular/modal-login-v3,duplicate,high,0.845146,,,
react/modal-login-v18,angular/modal-login-v4,duplicate,high,0.865030,,,
react/modal-login-v18,angular/modal-login-v5,duplicate,high,0.898333,,,
react/modal-login-v18,angular/modal-login-v6,duplicate,high,0.917598,,,
angular/modal-login-v30,react/modal-login-v1,duplicate,high,0.919887,,,
angular/modal-login-v30,react/modal-login-v2,duplicate,high,0.861684,,,
angular/modal-login-v30,react/modal-login-v3,near_duplicate,medium,0.817558,,,
angular/modal-login-v30,react/modal-login-v4,duplicate,high,0.877226,,,
angular/modal-login-v30,react/modal-login-v5,duplicate,high,0.844718,,,
angular/modal-login-v30,react/modal-login-v6,duplicate,high,0.918893,,,
react/modal-login-v21,angular/modal-login-v1,duplicate,high,0.882691,,,
react/modal-login-v21,angular/modal-login-v2,near_duplicate,medium,0.809971,,,
react/modal-login-v21,angular/modal-login-v3,near_duplicate,medium,0.804463,,,
react/modal-login-v21,angular/modal-login-v4,duplicate,high,0.828711,,,
react/modal-login-v21,angular/modal-login-v5,duplicate,high,0.866554,,,
react/modal-login-v21,angular/modal-login-v6,duplicate,high,0.865044,,,
react/modal-login-v16,angular/modal-login-v1,duplicate,high,0.913293,,,
react/modal-login-v16,angular/modal-login-v2,near_duplicate,medium,0.799071,,,
react/modal-login-v16,angular/modal-login-v3,duplicate,high,0.842728,,,
react/modal-login-v16,angular/modal-login-v4,duplicate,high,0.862693,,,
react/modal-login-v16,angular/modal-login-v5,duplicate,high,0.877041,,,
react/modal-login-v16,angular/modal-login-v6,duplicate,high,0.903148,,,
vue/modal-login-v21,react/modal-login-v1,duplicate,high,0.906761,,,
vue/modal-login-v21,react/modal-login-v2,duplicate,high,0.864411,,,
vue/modal-login-v21,react/modal-login-v3,duplicate,high,0.831852,,,
vue/modal-login-v21,react/modal-login-v4,duplicate,high,0.888480,,,
vue/modal-login-v21,react/modal-login-v5,duplicate,high,0.852181,,,
vue/modal-login-v21,react/modal-login-v6,duplicate,high,0.888480,,,
angular/modal-login-v26,react/modal-login-v1,duplicate,high,0.911022,,,
angular/modal-login-v26,react/modal-login-v2,duplicate,high,0.853472,,,
angular/modal-login-v26,react/modal-login-v3,duplicate,high,0.836062,,,
angular/modal-login-v26,react/modal-login-v4,duplicate,high,0.864024,,,
angular/modal-login-v26,react/modal-login-v5,duplicate,high,0.868804,,,
angular/modal-login-v26,react/modal-login-v6,duplicate,high,0.898045,,,
vue/modal-login-v35,react/modal-login-v1,duplicate,high,0.904969,,,
